"unigram","bigram","freq"
"brain","stem",2
"brakes","and",2
"branch","in",2
"branch","most",2
"branch","of",2
"brand","and",2
"brand","is",2
"brand","new",2
"brand","of",2
"brandon","belt",2
"brandon","inge",2
"braun","is",2
"bread","that",2
"break","but",2
"break","out",2
"breakfast","at",2
"breaking","bad",2
"breaking","out",2
"breaking","point",2
"breaks","my",2
"breaks","out",2
"breaks","the",2
"breathing","was",2
"brenda","and",2
"brewer","is",2
"brick","wall",2
"bridge","and",2
"bridge","in",2
"bridge","is",2
"bridge","road",2
"bridges","in",2
"bridges","it",2
"brief","but",2
"bright","food",2
"bright","yellow",2
"bring","an",2
"bring","his",2
"bring","more",2
"bring","on",2
"bring","us",2
"bringing","back",2
"bringing","it",2
"bringing","me",2
"brings","her",2
"brings","such",2
"brings","the",2
"brings","together",2
"brings","understanding",2
"brings","us",2
"britain","and",2
"britax","reviews",2
"british","liberal",2
"british","national",2
"bro","my",2
"broadcast","a",2
"broadcast","on",2
"broadcast","onair",2
"broadspectrum","protection",2
"broadway","the",2
"broadways","home",2
"broke","in",2
"broke","my",2
"broke","the",2
"broken","and",2
"broken","for",2
"broken","heart",2
"broken","windows",2
"bronze","medals",2
"brooks","said",2
"brother","is",2
"brother","would",2
"brothers","or",2
"brought","back",2
"brought","him",2
"brought","me",2
"brought","on",2
"brought","us",2
"brown","ale",2
"brown","but",2
"brown","he",2
"brown","the",2
"bubble","and",2
"buck","road",2
"buck","up",2
"bud","light",2
"budget","as",2
"budget","deficit",2
"budget","in",2
"buds","with",2
"bugs","in",2
"build","our",2
"build","the",2
"building","at",2
"building","from",2
"building","on",2
"building","or",2
"building","will",2
"building","with",2
"buildings","and",2
"buildings","in",2
"buildings","to",2
"built","a",2
"built","into",2
"built","the",2
"built","to",2
"built","up",2
"bulbs","in",2
"bullen","family",2
"bumper","stickers",2
"burden","of",2
"burgers","and",2
"burglary","and",2
"buried","and",2
"buried","in",2
"burst","you",2
"bus","drivers",2
"bus","to",2
"buses","are",2
"business","administration",2
"business","but",2
"business","community",2
"business","is",2
"business","of",2
"business","owner",2
"business","they",2
"business","trip",2
"businesses","of",2
"businesses","to",2
"businesses","will",2
"busy","and",2
"busy","but",2
"busy","doing",2
"busy","lately",2
"busy","this",2
"but","cant",2
"but","could",2
"but","couldnt",2
"but","enough",2
"but","everyone",2
"but","firm",2
"but","from",2
"but","getting",2
"but","give",2
"but","given",2
"but","great",2
"but","have",2
"but","having",2
"but","heres",2
"but","idk",2
"but","into",2
"but","itll",2
"but","jesus",2
"but","lately",2
"but","left",2
"but","long",2
"but","make",2
"but","man",2
"but","more",2
"but","much",2
"but","nearly",2
"but","none",2
"but","over",2
"but","people",2
"but","recently",2
"but","right",2
"but","sadly",2
"but","see",2
"but","seeing",2
"but","seriously",2
"but","shes",2
"but","starting",2
"but","such",2
"but","surely",2
"but","thanks",2
"but","theyve",2
"but","too",2
"but","turned",2
"but","u",2
"but","unfortunately",2
"but","unlike",2
"but","wait",2
"but","working",2
"but","would",2
"but","your",2
"butter","on",2
"butter","or",2
"butter","sauce",2
"butter","softened",2
"button","and",2
"button","on",2
"buy","in",2
"buy","just",2
"buy","off",2
"buy","or",2
"buy","something",2
"buy","this",2
"buy","two",2
"buyer","of",2
"buyers","will",2
"buying","a",2
"buying","of",2
"by","actors",2
"by","advertising",2
"by","am",2
"by","any",2
"by","anyone",2
"by","appointment",2
"by","becoming",2
"by","big",2
"by","bill",2
"by","bloomberg",2
"by","buying",2
"by","car",2
"by","chance",2
"by","chef",2
"by","chinese",2
"by","city",2
"by","companies",2
"by","congress",2
"by","cracking",2
"by","curator",2
"by","daniel",2
"by","day",2
"by","donald",2
"by","each",2
"by","fans",2
"by","giving",2
"by","going",2
"by","having",2
"by","hilton",2
"by","i",2
"by","injecting",2
"by","jill",2
"by","july",2
"by","jumping",2
"by","june",2
"by","more",2
"by","mountains",2
"by","mr",2
"by","much",2
"by","nature",2
"by","new",2
"by","next",2
"by","nicole",2
"by","no",2
"by","noon",2
"by","noted",2
"by","or",2
"by","our",2
"by","page",2
"by","percent",2
"by","presenting",2
"by","president",2
"by","revealing",2
"by","seeing",2
"by","selling",2
"by","setting",2
"by","several",2
"by","signing",2
"by","standing",2
"by","stating",2
"by","surprise",2
"by","three",2
"by","throwing",2
"by","tim",2
"by","trying",2
"by","walking",2
"by","way",2
"by","which",2
"by","women",2
"by","you",2
"by","yourself",2
"bye","now",2
"bye","week",2
"c","the",2
"c","u",2
"ca","scars",2
"cafe","and",2
"caffeine","is",2
"cain","and",2
"cake","and",2
"cake","was",2
"cake","with",2
"calculated","the",2
"calendar","for",2
"calif","the",2
"calif","to",2
"california","on",2
"californians","can",2
"call","after",2
"call","back",2
"call","on",2
"call","out",2
"call","that",2
"call","their",2
"call","this",2
"call","with",2
"call","your",2
"called","according",2
"called","all",2
"called","its",2
"called","out",2
"called","them",2
"called","timeout",2
"caller","said",2
"calls","and",2
"calls","it",2
"calls","to",2
"calm","down",2
"calm","until",2
"calories","and",2
"calories","burned",2
"came","a",2
"came","after",2
"came","at",2
"came","by",2
"came","home",2
"came","my",2
"came","time",2
"came","together",2
"came","under",2
"came","with",2
"camino","real",2
"camp","at",2
"camp","david",2
"camp","is",2
"camp","with",2
"campaign","and",2
"campaign","finance",2
"campaign","said",2
"campaign","trail",2
"campaign","which",2
"campus","and",2
"campus","but",2
"can","achieve",2
"can","agree",2
"can","all",2
"can","almost",2
"can","as",2
"can","avoid",2
"can","block",2
"can","build",2
"can","but",2
"can","cause",2
"can","change",2
"can","check",2
"can","continue",2
"can","control",2
"can","count",2
"can","decide",2
"can","drive",2
"can","either",2
"can","explain",2
"can","fix",2
"can","fly",2
"can","fully",2
"can","he",2
"can","imagine",2
"can","it",2
"can","just",2
"can","last",2
"can","leave",2
"can","now",2
"can","offer",2
"can","pick",2
"can","point",2
"can","require",2
"can","run",2
"can","serve",2
"can","set",2
"can","shut",2
"can","sing",2
"can","smell",2
"can","someone",2
"can","sometimes",2
"can","speak",2
"can","spread",2
"can","sustain",2
"can","the",2
"can","they",2
"can","top",2
"can","walk",2
"can","warm",2
"can","write",2
"canada","and",2
"cancel","it",2
"cancel","the",2
"cancer","june",2
"cancer","the",2
"candidacy","for",2
"candy","and",2
"candy","bar",2
"candy","to",2
"cannot","help",2
"cannot","see",2
"cannot","understand",2
"cans","of",2
"cant","decide",2
"cant","ever",2
"cant","explain",2
"cant","fall",2
"cant","hear",2
"cant","live",2
"cant","or",2
"cant","pass",2
"cant","produce",2
"cant","recall",2
"cant","stay",2
"cant","we",2
"cap","on",2
"capability","to",2
"cape","girardeau",2
"capital","and",2
"capital","for",2
"capital","improvements",2
"capitals","defenseman",2
"capitol","and",2
"captain","america",2
"capture","a",2
"capture","the",2
"captured","in",2
"car","accidents",2
"car","at",2
"car","crash",2
"car","is",2
"car","ride",2
"car","seat",2
"car","she",2
"car","was",2
"car","will",2
"car","with",2
"card","from",2
"card","game",2
"card","into",2
"card","it",2
"card","making",2
"cardiologist","and",2
"cards","and",2
"cards","for",2
"cards","with",2
"care","a",2
"care","can",2
"care","from",2
"care","he",2
"care","i",2
"care","or",2
"care","products",2
"care","who",2
"cared","about",2
"career","as",2
"career","is",2
"career","that",2
"career","was",2
"career","with",2
"careers","and",2
"careful","to",2
"cares","about",2
"carl","schumann",2
"carolina","is",2
"carpal","tunnel",2
"carried","on",2
"carries","a",2
"carrot","and",2
"carry","a",2
"carry","you",2
"cars","and",2
"cars","on",2
"cartoon","and",2
"case","a",2
"case","if",2
"case","is",2
"case","it",2
"case","were",2
"cases","and",2
"cases","because",2
"cases","in",2
"cash","and",2
"casino","gambling",2
"cast","them",2
"casting","for",2
"cat","climbs",2
"cat","i",2
"cat","in",2
"cat","up",2
"catch","and",2
"catch","fire",2
"categories","and",2
"category","the",2
"catering","permit",2
"catholic","hs",2
"catholic","school",2
"cattle","are",2
"caught","at",2
"caught","fire",2
"caught","in",2
"caught","three",2
"cause","a",2
"cause","for",2
"cause","he",2
"cause","its",2
"cause","my",2
"cause","problems",2
"cause","then",2
"cause","this",2
"caused","a",2
"caused","me",2
"caused","the",2
"causes","a",2
"causing","the",2
"cautioned","that",2
"cautiously","optimistic",2
"cbs","lot",2
"cd","in",2
"ceased","to",2
"cedar","fair",2
"ceiling","is",2
"celebrate","it",2
"celebrate","our",2
"celebrate","with",2
"celebrated","his",2
"cell","in",2
"cell","phones",2
"cemetery","association",2
"census","bureau",2
"center","aisle",2
"center","has",2
"center","is",2
"center","or",2
"center","said",2
"center","the",2
"center","was",2
"center","will",2
"centers","open",2
"central","government",2
"central","had",2
"centre","and",2
"centre","for",2
"cents","a",2
"cents","to",2
"ceo","alan",2
"ceo","and",2
"cereal","so",2
"ceremony","i",2
"certain","age",2
"certain","amount",2
"certain","content",2
"certain","i",2
"certain","point",2
"certain","stress",2
"certain","that",2
"certain","things",2
"certain","to",2
"certainly","a",2
"certainly","at",2
"certainly","not",2
"certainly","the",2
"certainly","will",2
"chad","gendron",2
"chagrin","of",2
"chain","link",2
"chain","of",2
"chair","at",2
"chairman","and",2
"chairman","who",2
"chairs","in",2
"challenge","as",2
"challenge","i",2
"challenge","is",2
"challenge","of",2
"challenge","to",2
"challenge","you",2
"challenged","the",2
"challenges","and",2
"challenges","for",2
"challenges","of",2
"challenging","the",2
"chamber","and",2
"championing","of",2
"championship","and",2
"championship","in",2
"chance","at",2
"chance","but",2
"chance","with",2
"chance","you",2
"chances","and",2
"chances","are",2
"chances","that",2
"chances","to",2
"change","a",2
"change","and",2
"change","as",2
"change","has",2
"change","is",2
"change","or",2
"change","our",2
"change","their",2
"changed","but",2
"changed","dramatically",2
"changed","his",2
"changed","in",2
"changed","my",2
"changed","the",2
"changes","the",2
"changes","with",2
"changes","would",2
"chapman","said",2
"chapters","of",2
"character","has",2
"character","i",2
"character","with",2
"characters","from",2
"characters","look",2
"characters","they",2
"chardonnay","and",2
"charge","and",2
"charge","the",2
"charges","and",2
"charges","for",2
"charges","the",2
"charles","barkley",2
"charles","curtis",2
"charleston","by",2
"charleston","is",2
"charleston","sc",2
"chased","a",2
"chat","with",2
"cheaper","for",2
"check","but",2
"check","for",2
"check","into",2
"check","on",2
"check","that",2
"check","them",2
"check","us",2
"checked","in",2
"checked","to",2
"checking","in",2
"checking","into",2
"checking","my",2
"checking","on",2
"checking","out",2
"checking","you",2
"checks","and",2
"checks","he",2
"cheddar","cheese",2
"cheer","and",2
"cheers","for",2
"cheers","from",2
"cheese","in",2
"cheese","sandwiches",2
"chef","pic",2
"chemicals","and",2
"chemistry","and",2
"cherokee","county",2
"cherry","creek",2
"cherry","whisky",2
"chest","and",2
"chest","or",2
"chewing","tobacco",2
"chicago","area",2
"chicago","cubs",2
"chicago","with",2
"chicken","and",2
"chicken","broth",2
"chicken","on",2
"chicken","stock",2
"chief","creative",2
"chief","financial",2
"chief","marketing",2
"child","abuse",2
"child","and",2
"child","care",2
"child","from",2
"child","had",2
"child","in",2
"child","of",2
"child","or",2
"child","said",2
"child","welfare",2
"childhood","friend",2
"children","a",2
"children","at",2
"children","being",2
"children","but",2
"children","can",2
"children","for",2
"children","how",2
"children","learn",2
"children","on",2
"children","that",2
"children","would",2
"childrens","book",2
"chilli","powder",2
"chin","up",2
"china","and",2
"china","as",2
"china","glaze",2
"china","is",2
"china","to",2
"chinas","west",2
"chinese","for",2
"chinese","foreign",2
"chinese","government",2
"chinook","fisheries",2
"chip","on",2
"chk","chk",2
"chocolate","cake",2
"chocolate","chips",2
"choice","i",2
"choice","or",2
"choices","and",2
"choices","for",2
"choices","from",2
"choices","have",2
"choices","in",2
"choices","were",2
"choked","with",2
"cholesterol","g",2
"chomped","on",2
"choose","not",2
"choose","one",2
"choosing","a",2
"choosing","the",2
"chopped","cilantro",2
"chopped","up",2
"chris","brown",2
"chris","paul",2
"christ","in",2
"christ","is",2
"christ","name",2
"christ","when",2
"christian","endeavor",2
"christian","marriage",2
"christians","are",2
"christie","said",2
"christies","education",2
"christies","plan",2
"christmas","cards",2
"christmas","carol",2
"christmas","holidays",2
"christmas","i",2
"christmas","is",2
"christmas","pudding",2
"christmas","the",2
"chronic","diseases",2
"church","is",2
"church","n",2
"church","or",2
"church","to",2
"churchill","downs",2
"cincinnatibased","company",2
"circle","city",2
"circle","of",2
"circumstances","of",2
"cited","in",2
"city","as",2
"city","at",2
"city","employees",2
"city","halls",2
"city","manager",2
"city","mo",2
"city","royals",2
"city","still",2
"city","we",2
"city","would",2
"citys","budget",2
"citys","urban",2
"civic","center",2
"civil","engineering",2
"civil","servant",2
"civil","warera",2
"clackamas","county",2
"clad","in",2
"claim","a",2
"claim","and",2
"claim","such",2
"claimed","to",2
"claiming","that",2
"claiming","they",2
"claims","of",2
"claire","was",2
"clarence","clemons",2
"class","at",2
"class","has",2
"class","in",2
"class","its",2
"class","lol",2
"class","on",2
"class","or",2
"class","sailing",2
"class","that",2
"class","the",2
"class","this",2
"class","which",2
"class","with",2
"classes","and",2
"classic","rock",2
"classics","that",2
"classified","as",2
"classified","information",2
"classmates","would",2
"classroom","if",2
"classrooms","of",2
"clean","its",2
"clean","the",2
"cleaned","out",2
"clear","he",2
"clear","of",2
"clear","to",2
"clear","with",2
"clearing","the",2
"clearly","in",2
"clearly","not",2
"clearly","remember",2
"clearly","there",2
"cleveland","and",2
"cleveland","has",2
"cleveland","ohio",2
"cleveland","public",2
"cleveland","state",2
"cleveland","where",2
"clever","but",2
"clicks","and",2
"client","and",2
"climate","change",2
"climb","a",2
"climb","on",2
"climbs","back",2
"clinic","this",2
"clips","were",2
"clocks","in",2
"close","and",2
"close","attention",2
"close","call",2
"close","i",2
"close","out",2
"close","you",2
"closed","but",2
"closed","doors",2
"closed","in",2
"closely","with",2
"closer","look",2
"closer","the",2
"closes","another",2
"closets","in",2
"closing","the",2
"clothes","i",2
"cloud","computing",2
"cloud","that",2
"clouds","are",2
"club","has",2
"club","is",2
"club","of",2
"clue","what",2
"cm","x",2
"coach","at",2
"coach","flood",2
"coach","jim",2
"coach","joe",2
"coaches","are",2
"coaching","staff",2
"coarse","crumbs",2
"coast","and",2
"coast","of",2
"coast","than",2
"coast","to",2
"coat","the",2
"coats","the",2
"cobb","was",2
"coeli","kissimmee",2
"coercive","sex",2
"coffee","i",2
"coffee","is",2
"coffee","was",2
"cofounder","of",2
"cold","as",2
"cold","cereal",2
"cold","the",2
"cole","said",2
"collapse","in",2
"colleague","and",2
"colleagues","at",2
"collected","sixfigure",2
"collecting","the",2
"collection","in",2
"collections","of",2
"college","application",2
"college","campuses",2
"college","career",2
"college","football",2
"college","graduates",2
"college","is",2
"college","level",2
"college","students",2
"college","this",2
"collided","with",2
"collins","said",2
"color","is",2
"color","on",2
"color","up",2
"color","with",2
"colorado","springs",2
"colors","and",2
"colours","and",2
"columbia","in",2
"columbia","university",2
"combine","and",2
"combine","for",2
"combined","million",2
"combined","to",2
"combo","of",2
"come","again",2
"come","at",2
"come","here",2
"come","play",2
"come","put",2
"come","too",2
"come","true",2
"come","under",2
"comeback","in",2
"comedy","in",2
"comes","about",2
"comes","down",2
"comes","the",2
"coming","and",2
"coming","but",2
"coming","on",2
"coming","over",2
"coming","together",2
"coming","week",2
"coming","weekend",2
"commandments","and",2
"commemorates","the",2
"comment","about",2
"comment","friday",2
"comment","this",2
"comments","about",2
"commerce","and",2
"commercial","use",2
"commercials","are",2
"commission","for",2
"commission","has",2
"commissioners","will",2
"commitment","from",2
"committed","suicide",2
"committee","member",2
"committee","on",2
"committee","that",2
"committee","voted",2
"common","denominator",2
"common","to",2
"communication","with",2
"communications","and",2
"communications","commission",2
"communion","dress",2
"communist","party",2
"communities","with",2
"community","centers",2
"community","energy",2
"community","for",2
"community","groups",2
"community","is",2
"community","journalism",2
"community","said",2
"community","service",2
"community","this",2
"community","to",2
"community","was",2
"community","where",2
"company","based",2
"company","before",2
"company","for",2
"company","had",2
"company","says",2
"company","would",2
"companys","chief",2
"companys","decision",2
"companys","website",2
"compares","with",2
"compatible","with",2
"compelled","to",2
"compensation","for",2
"competent","to",2
"competing","with",2
"competition","for",2
"competition","in",2
"competition","is",2
"competition","to",2
"competition","which",2
"compiling","a",2
"complain","to",2
"complaint","with",2
"complete","and",2
"complete","installation",2
"complete","it",2
"completed","i",2
"completed","of",2
"completely","disingenuous",2
"completely","for",2
"completion","of",2
"complex","and",2
"compliance","with",2
"complications","from",2
"compound","on",2
"comprise","the",2
"compromise","but",2
"computer","i",2
"computer","is",2
"computer","science",2
"computer","to",2
"con","in",2
"con","is",2
"concentrated","in",2
"concentrates","on",2
"concept","but",2
"concept","that",2
"concern","for",2
"concern","over",2
"concern","that",2
"concerned","the",2
"concerning","a",2
"concerning","this",2
"concert","tonight",2
"concerts","in",2
"concludes","the",2
"condensed","milk",2
"condition","that",2
"conduct","a",2
"conduct","and",2
"conduct","business",2
"conducted","an",2
"conducted","by",2
"conducted","in",2
"conducted","the",2
"conference","and",2
"confidence","and",2
"confined","to",2
"conflict","and",2
"conflict","between",2
"conflict","of",2
"confront","the",2
"confrontation","with",2
"confronted","by",2
"congress","in",2
"congress","is",2
"congressional","district",2
"congressional","seat",2
"congressmen","and",2
"connect","on",2
"connect","to",2
"connection","between",2
"connections","and",2
"conscious","decision",2
"consensual","prostitution",2
"consequences","for",2
"consequences","of",2
"consider","giving",2
"consider","me",2
"considered","an",2
"considers","herself",2
"consistent","with",2
"consistently","for",2
"consistently","good",2
"consists","of",2
"constantly","and",2
"constantly","for",2
"constituent","and",2
"constitution","and",2
"construction","site",2
"consultant","and",2
"consume","all",2
"consumer","protection",2
"consumers","a",2
"consumers","the",2
"consumers","to",2
"consumption","of",2
"contact","information",2
"contact","the",2
"contact","us",2
"contained","within",2
"container","of",2
"contains","a",2
"contains","no",2
"contains","the",2
"contends","that",2
"content","as",2
"content","is",2
"content","of",2
"content","structure",2
"content","that",2
"content","to",2
"contents","of",2
"contest","which",2
"contingent","on",2
"continue","through",2
"continue","with",2
"continued","and",2
"continued","the",2
"continues","the",2
"continuing","on",2
"contract","carriers",2
"contract","in",2
"contract","that",2
"contract","with",2
"contracts","and",2
"contracts","are",2
"contribute","a",2
"contributing","to",2
"contributions","at",2
"control","by",2
"control","it",2
"control","that",2
"control","the",2
"control","your",2
"controlled","the",2
"convert","the",2
"convert","to",2
"convicted","in",2
"convince","the",2
"convinced","to",2
"convo","with",2
"cook","anything",2
"cook","it",2
"cook","over",2
"cook","stirring",2
"cook","the",2
"cook","until",2
"cooked","through",2
"cookie","cutters",2
"cookie","mix",2
"cookie","or",2
"cookie","sheets",2
"cooking","be",2
"cooking","the",2
"cooking","up",2
"cooking","with",2
"cool","but",2
"cool","he",2
"cool","i",2
"cool","if",2
"cool","is",2
"cool","stuff",2
"cool","when",2
"cooler","with",2
"coordinator","for",2
"copics","and",2
"copy","and",2
"copy","today",2
"copyright","and",2
"core","values",2
"corn","and",2
"corn","chowder",2
"corn","dogs",2
"corner","a",2
"corporate","news",2
"corporate","tax",2
"correct","side",2
"correlation","between",2
"corruption","of",2
"cory","booker",2
"cost","and",2
"cost","it",2
"cost","savings",2
"cost","taxpayers",2
"costa","mesa",2
"costs","fall",2
"costs","for",2
"cotswolds","area",2
"couch","was",2
"coughing","up",2
"could","achieve",2
"could","actually",2
"could","all",2
"could","and",2
"could","buy",2
"could","come",2
"could","draw",2
"could","even",2
"could","feel",2
"could","figure",2
"could","fit",2
"could","in",2
"could","lead",2
"could","owe",2
"could","read",2
"could","she",2
"could","start",2
"could","stop",2
"could","talk",2
"could","they",2
"could","turn",2
"could","wear",2
"could","well",2
"could","work",2
"couldnt","afford",2
"couldnt","reach",2
"couldnt","sleep",2
"couldve","been",2
"council","meeting",2
"council","will",2
"counsel","to",2
"count","that",2
"count","until",2
"counter","to",2
"counterparts","in",2
"counties","and",2
"counties","in",2
"countries","and",2
"countries","are",2
"countries","in",2
"countries","to",2
"country","has",2
"country","in",2
"country","or",2
"country","to",2
"country","which",2
"country","will",2
"county","and",2
"county","at",2
"county","because",2
"county","board",2
"county","but",2
"county","commissioners",2
"county","council",2
"county","department",2
"county","district",2
"county","executive",2
"county","from",2
"county","health",2
"county","in",2
"county","jury",2
"county","line",2
"county","officials",2
"county","prosecutor",2
"county","school",2
"county","the",2
"couple","days",2
"couple","had",2
"couple","hours",2
"couple","is",2
"couple","more",2
"couple","who",2
"couples","in",2
"coupon","code",2
"course","any",2
"course","for",2
"course","if",2
"course","in",2
"course","it",2
"course","my",2
"course","theres",2
"course","they",2
"court","but",2
"court","case",2
"court","decision",2
"court","for",2
"court","has",2
"court","is",2
"court","next",2
"court","on",2
"court","the",2
"court","today",2
"court","with",2
"courtenay","place",2
"courtesy","of",2
"courts","so",2
"cousin","from",2
"cover","your",2
"coverage","at",2
"coverage","of",2
"covered","he",2
"covered","in",2
"covered","me",2
"covering","a",2
"covers","a",2
"coworkers","at",2
"crack","at",2
"cracking","down",2
"cracks","in",2
"craft","and",2
"craig","and",2
"cramming","in",2
"crazy","behavior",2
"crazy","on",2
"crazy","we",2
"cream","butter",2
"cream","in",2
"create","and",2
"creates","an",2
"creating","an",2
"creating","our",2
"creating","the",2
"creation","that",2
"creative","side",2
"creative","ways",2
"creative","writing",2
"creativity","and",2
"creatures","that",2
"credibility","on",2
"credit","at",2
"credit","to",2
"credits","and",2
"credits","for",2
"crime","and",2
"crime","he",2
"crime","rate",2
"crime","scenes",2
"crime","stoppers",2
"crimean","war",2
"crimes","and",2
"criminal","behavior",2
"criminal","element",2
"criminal","justice",2
"criminal","records",2
"criminalpenalty","enhancement",2
"crisis","and",2
"crisis","in",2
"critical","of",2
"critical","thinking",2
"criticism","is",2
"critique","of",2
"crockpot","and",2
"crossbite","in",2
"crosses","a",2
"crowded","with",2
"crown","of",2
"crude","oil",2
"cruelty","and",2
"crumb","mixture",2
"crumbly","when",2
"crunch","time",2
"crush","on",2
"crust","that",2
"cruz","pedregon",2
"crying","or",2
"cucumber","in",2
"cuddle","with",2
"cuddling","with",2
"cultural","and",2
"culture","for",2
"culture","that",2
"culture","we",2
"cumberland","county",2
"cumin","and",2
"cup","and",2
"cups","shredded",2
"curl","up",2
"current","and",2
"current","members",2
"current","proposal",2
"current","state",2
"curse","a",2
"cushions","are",2
"custody","is",2
"customer","area",2
"customers","and",2
"customers","will",2
"cut","a",2
"cut","back",2
"cut","down",2
"cut","for",2
"cut","his",2
"cut","or",2
"cut","production",2
"cut","short",2
"cut","this",2
"cut","to",2
"cut","up",2
"cute","as",2
"cute","little",2
"cute","ones",2
"cuts","up",2
"cutting","board",2
"cuyahoga","county",2
"cuz","it",2
"cycle","but",2
"cynicism","the",2
"d","imax",2
"d","the",2
"dad","is",2
"dad","to",2
"dad","when",2
"dad","who",2
"dads","sweet",2
"daily","but",2
"daily","in",2
"dakota","state",2
"dallasfort","worth",2
"dam","in",2
"damage","is",2
"damage","it",2
"damaged","the",2
"damn","i",2
"damn","sure",2
"damn","you",2
"damnedest","to",2
"dana","hills",2
"dance","around",2
"dance","just",2
"dance","marathon",2
"danced","in",2
"dances","for",2
"dancing","on",2
"dark","so",2
"darn","good",2
"daron","malakian",2
"darrell","steinberg",2
"date","for",2
"date","the",2
"date","to",2
"dates","are",2
"dates","to",2
"dating","the",2
"dating","violence",2
"daughter","and",2
"daughter","elizabeth",2
"daughter","to",2
"david","stern",2
"david","thewlis",2
"david","whitley",2
"david","wilson",2
"davis","bathroom",2
"day","also",2
"day","although",2
"day","but",2
"day","can",2
"day","cards",2
"day","care",2
"day","dl",2
"day","everyone",2
"day","from",2
"day","gift",2
"day","have",2
"day","im",2
"day","ive",2
"day","job",2
"day","knowing",2
"day","like",2
"day","may",2
"day","parade",2
"day","playing",2
"day","said",2
"day","saturday",2
"day","since",2
"day","u",2
"day","which",2
"day","who",2
"days","a",2
"days","ahead",2
"days","at",2
"days","end",2
"days","for",2
"days","he",2
"days","is",2
"days","ive",2
"days","or",2
"days","that",2
"days","the",2
"days","there",2
"days","was",2
"days","we",2
"days","while",2
"daytoday","operations",2
"de","danaan",2
"de","los",2
"dead","on",2
"deal","but",2
"deal","for",2
"deal","in",2
"deal","the",2
"deal","was",2
"dealer","may",2
"deals","for",2
"deals","on",2
"deals","to",2
"dean","martin",2
"dean","of",2
"dean","who",2
"dear","father",2
"dear","friends",2
"dear","my",2
"death","a",2
"death","by",2
"death","is",2
"death","this",2
"death","valley",2
"death","with",2
"deaths","in",2
"debate","is",2
"debbie","harry",2
"debt","and",2
"debt","service",2
"debut","on",2
"dec","a",2
"decade","of",2
"decade","the",2
"december","th",2
"december","to",2
"december","when",2
"decent","folk",2
"deceptive","and",2
"decide","how",2
"decided","i",2
"decided","it",2
"decided","not",2
"decides","to",2
"decision","that",2
"decision","were",2
"decisions","in",2
"declared","his",2
"decline","the",2
"decline","to",2
"decor","i",2
"decorated","with",2
"decorating","the",2
"decrease","in",2
"dedication","and",2
"dedication","to",2
"deep","and",2
"deep","end",2
"deep","into",2
"deep","red",2
"deep","team",2
"deeper","into",2
"deeper","than",2
"deer","and",2
"defeated","the",2
"defend","the",2
"defendants","and",2
"defended","the",2
"defending","the",2
"defense","attorney",2
"defenseman","karl",2
"defensive","and",2
"defensive","backs",2
"defensive","coordinator",2
"defensive","lineman",2
"defensive","player",2
"defensive","tackle",2
"deficit","to",2
"deficits","are",2
"defined","as",2
"definitely","be",2
"definitely","did",2
"definitely","do",2
"defraud","the",2
"degree","that",2
"delay","a",2
"delegates","to",2
"delete","it",2
"delicate","balance",2
"delicious","food",2
"deliver","the",2
"delivered","a",2
"delivers","a",2
"delivery","of",2
"demand","she",2
"demand","supply",2
"demanded","that",2
"demanded","the",2
"demanding","that",2
"demi","lovato",2
"democrat","and",2
"democratic","party",2
"democratic","rep",2
"democrats","have",2
"demonstrate","how",2
"demonstration","of",2
"denial","of",2
"denied","his",2
"dennis","was",2
"dent","in",2
"dental","surgery",2
"denver","area",2
"denver","nuggets",2
"denver","was",2
"deny","that",2
"department","at",2
"department","had",2
"department","store",2
"department","that",2
"department","the",2
"department","to",2
"departments","to",2
"dependence","on",2
"deposits","by",2
"depression","but",2
"depression","leading",2
"dept","at",2
"depths","of",2
"derek","lowe",2
"descended","into",2
"describe","how",2
"describe","what",2
"described","his",2
"describes","in",2
"describes","the",2
"desert","and",2
"deserve","it",2
"deserve","the",2
"deserve","to",2
"deserve","your",2
"deserves","a",2
"deserves","it",2
"deserves","to",2
"design","a",2
"design","in",2
"design","is",2
"design","of",2
"design","or",2
"design","project",2
"design","was",2
"designer","with",2
"designs","and",2
"desire","for",2
"desired","consistency",2
"desperate","to",2
"desperately","needed",2
"desperation","and",2
"despite","all",2
"despite","my",2
"despite","this",2
"desserts","all",2
"destiny","in",2
"destroyed","by",2
"destroys","the",2
"detail","will",2
"details","are",2
"details","emerge",2
"details","i",2
"details","on",2
"details","that",2
"details","the",2
"determination","to",2
"determine","how",2
"determine","if",2
"determined","he",2
"detroit","in",2
"developed","countries",2
"developed","there",2
"developing","a",2
"developing","the",2
"development","by",2
"development","experts",2
"development","platforms",2
"developments","in",2
"device","and",2
"device","that",2
"dhuhr","noon",2
"dialogue","is",2
"diamonds","fund",2
"diapers","and",2
"dick","clark",2
"did","all",2
"did","an",2
"did","do",2
"did","eventually",2
"did","had",2
"did","let",2
"did","more",2
"did","nothing",2
"did","notice",2
"did","now",2
"did","ovi",2
"did","show",2
"did","when",2
"did","your",2
"didnt","ask",2
"didnt","bother",2
"didnt","cover",2
"didnt","end",2
"didnt","enter",2
"didnt","expect",2
"didnt","go",2
"didnt","help",2
"didnt","hesitate",2
"didnt","hit",2
"didnt","mean",2
"didnt","mind",2
"didnt","need",2
"didnt","play",2
"didnt","quite",2
"didnt","read",2
